action,clientASNDescription,clientAsn,clientCountryName,clientIP,clientRequestHTTPHost,clientRequestHTTPMethodName,clientRequestHTTPProtocol,clientRequestPath,clientRequestQuery,datetime,metadata,rayName,ruleId,rulesetId,sampleInterval,source,userAgent
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:56Z,[],703bcfaa5c0e8a54,7fc8bc7749f8466f8fc5245e0afbf003,,7,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:56Z,[],703bcfac5ec98a54,7fc8bc7749f8466f8fc5245e0afbf003,,9,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:57Z,[],703bcfae69d58a54,7fc8bc7749f8466f8fc5245e0afbf003,,7,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:57Z,[],703bcfafec2c8a54,7fc8bc7749f8466f8fc5245e0afbf003,,9,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:57Z,[],703bcfb15f138a54,7fc8bc7749f8466f8fc5245e0afbf003,,7,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/,,2022-04-29T23:27:57Z,[],703bcfb2e9578a54,7fc8bc7749f8466f8fc5245e0afbf003,,9,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/.well-known/public_data.json,,2022-04-29T23:27:58Z,[],703bcfb42b408a54,7fc8bc7749f8466f8fc5245e0afbf003,,7,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/.well-known/public_data.json,,2022-04-29T23:27:58Z,[],703bcfb43b728a54,7fc8bc7749f8466f8fc5245e0afbf003,,7,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/.well-known/public_data.json,,2022-04-29T23:27:58Z,[],703bcfb46b9b8a54,7fc8bc7749f8466f8fc5245e0afbf003,,7,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/.well-known/public_data.json,,2022-04-29T23:27:58Z,[],703bcfb46bb08a54,7fc8bc7749f8466f8fc5245e0afbf003,,7,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/.well-known/public_data.json,,2022-04-29T23:27:58Z,[],703bcfb47bc38a54,7fc8bc7749f8466f8fc5245e0afbf003,,9,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
block,OCN NTT Communications Corporation,4713,JP,122.1.107.82,www.pfizer-covid19-vaccine.jp,GET,HTTP/2,/.well-known/public_data.json,,2022-04-29T23:27:58Z,[],703bcfb48bd08a54,7fc8bc7749f8466f8fc5245e0afbf003,,9,ratelimit,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
